Mar 16 16:29:34 13.898575 756769798
Mar 16 16:29:36 2.338025 756769798
Mar 16 16:29:39 2.453261 756769798
Mar 16 16:29:41 2.461663 756769798
Mar 16 16:29:43 2.505745 756769798
Mar 16 16:29:46 2.366519 756769798
Mar 16 16:29:48 2.455466 756769798
Mar 16 16:29:51 2.688907 756769798
Mar 16 16:29:54 2.834144 756769798
Mar 16 16:29:56 2.614856 756769798
Mar 16 16:29:59 2.592192 756769798
Mar 16 16:30:01 2.266182 756769798
Mar 16 16:30:03 1.947476 756769798
Mar 16 16:30:06 2.262866 756769798
Mar 16 16:30:08 2.433570 756769798
Mar 16 16:30:11 2.826893 756769798
Mar 16 16:30:13 2.375734 756769798
Mar 16 16:30:16 2.448017 756769798
Mar 16 16:30:18 2.722590 756769798
Mar 16 16:33:08 16.011466 756769798
Mar 16 16:33:11 2.387896 756769798
Mar 16 16:33:13 2.529665 756769798
Mar 16 16:33:16 2.605804 756769798
Mar 16 16:33:21 5.215714 756769798
Mar 16 16:33:24 2.506231 756769798
Mar 16 16:33:26 2.770831 756769798
Mar 16 16:33:29 2.858521 756769798
Mar 16 16:33:32 2.759009 756769798
Mar 16 16:33:35 2.832535 756769798
Mar 16 16:33:38 3.221696 756769798
Mar 16 16:33:44 5.708057 756769798
Mar 16 16:33:47 2.800507 756769798
Mar 16 16:33:50 3.027109 756769798
Mar 16 16:33:52 2.628958 756769798
Mar 16 16:33:56 3.444650 756769798
Mar 16 16:33:59 2.864151 756769798
Mar 16 16:34:04 5.630235 756769798
Mar 16 16:34:06 2.318120 756769798
Mar 16 16:34:09 2.882222 756769798
Mar 16 16:34:12 2.841067 756769798
Mar 16 16:34:14 2.207878 756769798
Mar 16 16:34:16 1.943909 756769798
Mar 16 16:34:19 2.554525 756769798
Mar 16 16:34:22 3.069743 756769798
Mar 16 16:34:25 3.175172 756769798
Mar 16 16:34:31 5.656741 756769798
Mar 16 16:34:34 3.085755 756769798
Mar 16 16:34:39 5.552077 756769798
Mar 16 16:34:42 2.646533 756769798
Mar 16 16:34:47 4.599010 756769798
Mar 16 16:34:49 2.741850 756769798
Mar 16 16:34:52 2.418324 756769798
Mar 16 16:34:55 2.662432 756769798
Mar 16 16:34:57 2.388990 756769798
Mar 16 16:35:02 5.230048 756769798
Mar 16 16:35:05 2.423107 756769798
Mar 16 16:35:07 2.056333 756769798
Mar 16 16:35:09 2.340117 756769798
Mar 16 16:35:11 2.308493 756769798
Mar 16 16:35:14 2.740296 756769798
Mar 16 16:35:16 2.314304 756769798
Mar 16 16:35:19 2.421911 756769798
Mar 16 16:35:24 3.289288 756769798
Mar 16 16:35:26 2.364381 756769798
Mar 16 16:35:28 2.331308 756769798
Mar 16 16:35:31 2.625444 756769798
Mar 16 16:35:33 2.499386 756769798
Mar 16 16:35:36 2.263247 756769798
Mar 16 16:35:38 2.636812 756769798
Mar 16 16:35:41 2.605602 756769798
Mar 16 16:35:43 2.559857 756769798
Mar 16 16:35:46 2.566226 756769798
Mar 16 16:35:48 2.285364 756769798
Mar 16 16:35:51 2.308379 756769798
Mar 16 16:35:53 2.413077 756769798
Mar 16 16:35:56 3.005488 756769798
Mar 16 16:35:59 3.354220 756769798
Mar 16 16:36:05 5.927875 756769798
Mar 16 16:36:08 2.747218 756769798
Mar 16 16:36:10 2.435209 756769798
Mar 16 16:36:13 2.380734 756769798
Mar 16 16:36:15 2.422342 756769798
Mar 16 16:36:18 2.338874 756769798
Mar 16 16:36:20 1.976182 756769798
Mar 16 16:36:22 2.641190 756769798
Mar 16 16:36:25 3.227530 756769798
Mar 16 16:36:29 3.161213 756769798
Mar 16 16:36:32 3.100267 756769798
Mar 16 16:36:35 3.109310 756769798
Mar 16 16:36:38 3.151643 756769798
Mar 16 16:36:44 5.653947 756769798
Mar 16 16:36:46 2.392537 756769798
Mar 16 16:36:49 2.658710 756769798
Mar 16 16:36:51 2.345284 756769798
Mar 16 16:36:57 5.504073 756769798
Mar 16 16:36:59 1.991483 756769798
Mar 16 16:37:01 2.376085 756769798
Mar 16 16:37:03 2.321729 756769798
Mar 16 16:37:06 2.765775 756769798
Mar 16 16:37:08 2.232440 756769798
Mar 16 16:37:10 2.057203 756769798
Mar 16 16:37:13 2.511797 756769798
Mar 16 16:37:15 2.242100 756769798
Mar 16 16:37:17 2.312321 756769798
Mar 16 16:37:20 2.573009 756769798
Mar 16 16:37:25 3.342225 756769798
Mar 16 16:37:27 2.430028 756769798
Mar 16 16:37:30 2.398646 756769798
Mar 16 16:37:35 5.376972 756769798
Mar 16 16:37:38 2.867879 756769798
Mar 16 16:37:41 2.737375 756769798
Mar 16 16:37:43 2.071925 756769798
Mar 16 16:37:45 2.247839 756769798
Mar 16 16:37:47 2.382292 756769798
Mar 16 16:37:50 2.897258 756769798
Mar 16 16:37:53 2.794285 756769798
