2022-10-08 13:00:00,449685
2022-10-08 13:10:00,449466
2022-10-08 13:20:00,449062
2022-10-08 13:30:00,448530
2022-10-08 13:40:00,448368
2022-10-08 13:50:00,448687
2022-10-08 14:00:00,449060
2022-10-08 14:10:00,448270
2022-10-08 14:20:00,447549
2022-10-08 14:30:00,447410
2022-10-08 14:40:00,447258
2022-10-08 14:50:00,447081
2022-10-08 15:00:00,446595
2022-10-08 15:10:00,446371
2022-10-08 15:20:00,446211
2022-10-08 15:30:00,446060
2022-10-08 15:40:00,446065
2022-10-08 15:50:00,447079
2022-10-08 16:00:00,446967
2022-10-08 16:10:00,446876
2022-10-08 16:20:00,446778
2022-10-08 16:30:00,446708
2022-10-08 16:40:00,446602
2022-10-08 16:50:00,446474
2022-10-08 17:00:00,446350
2022-10-08 17:10:00,446189
2022-10-08 17:20:00,446051
2022-10-08 17:30:00,445914
2022-10-08 17:40:00,445755
2022-10-08 17:50:00,445645
2022-10-08 18:00:00,445495
2022-10-08 18:10:00,445485
2022-10-08 18:20:00,445492
2022-10-08 18:30:00,445368
2022-10-08 18:40:00,445261
2022-10-08 18:50:00,444464
2022-10-08 19:00:00,443488
2022-10-08 19:10:00,443455
2022-10-08 19:20:00,443625
2022-10-08 19:30:00,443217
2022-10-08 19:40:00,442665
2022-10-08 19:50:00,442718
2022-10-08 20:00:00,442930
2022-10-08 20:10:00,442677
2022-10-08 20:20:00,441801
2022-10-08 20:30:00,441340
2022-10-08 20:40:00,441192
2022-10-08 20:50:00,441059
2022-10-08 21:00:00,440992
2022-10-08 21:10:00,441062
2022-10-08 21:20:00,440347
2022-10-08 21:30:00,439998
2022-10-08 21:40:00,439948
2022-10-08 21:50:00,439876
2022-10-08 22:00:00,439969
2022-10-08 22:10:00,439803
2022-10-08 22:20:00,439694
2022-10-08 22:30:00,439921
2022-10-08 22:40:00,440218
2022-10-08 22:50:00,439977
2022-10-08 23:00:00,439252
2022-10-08 23:10:00,439031
2022-10-08 23:20:00,438832
2022-10-08 23:30:00,438641
2022-10-08 23:40:00,438432
2022-10-08 23:50:00,437990
2022-10-09 00:00:00,438057
2022-10-09 00:10:00,438860
2022-10-09 00:20:00,438743
2022-10-09 00:30:00,438727
2022-10-09 00:40:00,438696
2022-10-09 00:50:00,438410
2022-10-09 01:00:00,438384
2022-10-09 01:10:00,439211
2022-10-09 01:20:00,439980
2022-10-09 01:30:00,439927
2022-10-09 01:40:00,439865
2022-10-09 01:50:00,439684
2022-10-09 02:00:00,439192
2022-10-09 02:10:00,439286
2022-10-09 02:20:00,439208
2022-10-09 02:30:00,438583
2022-10-09 02:40:00,438089
2022-10-09 02:50:00,438016
2022-10-09 03:00:00,437378
2022-10-09 03:10:00,436802
2022-10-09 03:20:00,436641
2022-10-09 03:30:00,436234
2022-10-09 03:40:00,435598
2022-10-09 03:50:00,435464
2022-10-09 04:00:00,434901
2022-10-09 04:10:00,433754
2022-10-09 04:20:00,432621
2022-10-09 04:30:00,432055
2022-10-09 04:40:00,431325
2022-10-09 04:50:00,430157
2022-10-09 05:00:00,428911
2022-10-09 05:10:00,427844
2022-10-09 05:20:00,426820
2022-10-09 05:30:00,426267
2022-10-09 05:40:00,426234
2022-10-09 05:50:00,426018
2022-10-09 06:00:00,424992
2022-10-09 06:10:00,424254
2022-10-09 06:20:00,424392
2022-10-09 06:30:00,424582
2022-10-09 06:40:00,424617
2022-10-09 06:50:00,424691
2022-10-09 07:00:00,424817
2022-10-09 07:10:00,425047
2022-10-09 07:20:00,426015
2022-10-09 07:30:00,427106
2022-10-09 07:40:00,427949
2022-10-09 07:50:00,429003
2022-10-09 08:00:00,429074
2022-10-09 08:10:00,429038
2022-10-09 08:20:00,429003
2022-10-09 08:30:00,429165
2022-10-09 08:40:00,429660
2022-10-09 08:50:00,430672
2022-10-09 09:00:00,430765
2022-10-09 09:10:00,430853
2022-10-09 09:20:00,430918
2022-10-09 09:30:00,430891
2022-10-09 09:40:00,432089
2022-10-09 09:50:00,432800
2022-10-09 10:00:00,433281
2022-10-09 10:10:00,433180
2022-10-09 10:20:00,434613
2022-10-09 10:30:00,434982
2022-10-09 10:40:00,435572
2022-10-09 10:50:00,436306
2022-10-09 11:00:00,436614
2022-10-09 11:10:00,436253
2022-10-09 11:20:00,435770
