# date count writes count reads
2023-04-20 00:00:00 333    2.3 3785   13.4 18683 2.3783717306350809
2023-04-21 00:00:00 13543   51.4 7229   34.2 62228 31.7383258826412207
2023-04-22 00:00:00 7579   29.6 3474   17.6  22545 20.6997845184569092
2023-04-23 00:00:00 2879   12.4 1665    7.7 29088 25.3130582717221846
2023-04-24 00:00:00 3645   15.7 2222    9.4 31471 23.7757802343667207
2023-04-25 00:00:00 3801   15.5 4549   18.7 90344 19.1491096092577207
2023-04-26 00:00:00 18263   76.9 16886   76.6 31049 6.2360875349932030
2023-04-27 00:00:00 6456   27.6 3231   14.4 16006 8.8162218696024865
